radiant_team,dire_team,radiant_win
"13,84,67,112,35","75,71,97,28,93",true
"16,30,41,119,45","123,51,138,114,20",false
"41,53,28,39,22","67,7,45,26,97",true
"74,99,14,1,33","94,22,63,81,5",true
"71,119,102,36,35","1,11,16,138,123",false
"59,79,93,30,14","8,45,11,64,42",false
"100,27,39,44,98","64,129,13,67,50",true
"80,86,63,5,84","49,8,35,3,74",true
"50,59,62,42,22","119,47,83,69,67",false
"96,16,99,12,76","8,22,5,50,28",false
"53,29,39,8,128","10,20,2,22,32",false
"1,54,14,6,5","73,36,66,74,113",true
"28,64,36,53,67","14,6,37,32,42",true
"121,76,54,101,104","11,26,42,6,81",true
"41,119,23,121,14","62,111,73,75,53",true
"71,85,64,12,36","14,96,101,63,7",true
"26,28,114,30,64","2,70,36,123,27",true
"104,31,74,48,27","2,87,80,135,42",false
"71,138,81,10,121","67,104,47,108,84",false
"80,32,36,26,42","121,35,106,96,83",false
"60,48,113,30,1","95,21,83,14,53",false
"53,40,93,2,30","42,19,41,87,23",true
"100,74,36,99,123","111,79,113,28,104",false
"34,15,53,27,2","7,22,11,37,28",false
"83,86,6,34,85","137,7,37,75,44",false
"41,28,35,27,75","31,63,137,86,93",true
"29,11,40,138,50","25,28,67,37,53",false
"34,23,58,14,5","99,45,26,35,136",false
"66,88,6,60,36","95,75,57,100,96",true
"138,27,14,96,11","35,5,105,41,28",true
"67,104,86,36,37","54,47,101,95,14",true
"137,93,40,101,96","102,26,72,76,8",false
"121,1,30,76,92","53,29,27,25,44",true
"85,1,97,86,138","50,62,71,54,28",true
"30,104,84,54,89","20,67,71,39,70",true
"121,93,50,32,137","62,114,6,11,96",true
"1,64,105,50,42","28,97,44,30,76",false
"25,68,46,99,86","35,83,126,2,37",true
"137,5,21,63,25","108,13,68,41,27",false
"15,35,26,25,30","42,28,36,5,14",false
"36,67,81,71,14","112,90,28,93,74",true
"11,94,46,96,31","35,137,62,101,40",false
"14,55,99,51,12","28,79,68,60,93",false
"36,119,14,93,88","2,11,83,67,71",true
"6,63,93,28,86","20,87,48,67,2",false
"28,112,18,30,44","128,96,35,7,85",true
"75,27,57,18,42","14,50,63,22,120",false
"8,14,71,36,32","47,30,2,67,28",true
"25,99,6,50,40","56,84,41,57,22",false
"30,104,71,80,54","135,53,56,81,14",true
"95,50,21,23,123","104,86,56,14,28",true
"67,27,14,47,8","53,80,35,71,64",false
"30,26,36,14,84","28,76,27,41,72",false
"82,75,8,96,56","14,54,12,9,80",true
"35,114,87,26,85","112,44,56,104,27",false
"64,106,48,85,32","113,72,67,26,128",true
"71,62,28,121,48","26,96,35,14,95",true
"96,76,102,30,73","42,36,121,1,20",false
"20,67,119,48,114","107,36,35,1,100",true
"21,68,16,40,23","4,75,114,32,71",false
"75,97,46,39,83","86,42,67,126,123",true
"37,35,67,53,71","41,31,42,126,88",true
"19,14,20,67,59","45,41,86,6,98",true
"35,37,28,71,48","43,47,93,56,40",true
"104,17,21,37,12","35,84,60,44,31",false
"50,83,44,94,71","42,18,16,93,104",true
"121,18,74,81,79","7,68,22,8,50",true
"75,86,60,8,97","113,74,67,64,71",false
"42,50,14,63,23","52,54,16,86,119",true
"106,99,86,18,30","93,26,14,137,2",true
"104,50,67,14,75","123,63,101,74,97",true
"42,85,87,32,120","22,54,62,93,14",true
"72,138,108,71,26","121,75,12,30,36",false
"23,45,67,105,71","63,68,12,106,30",true
"59,51,42,64,110","37,1,35,31,28",true
"67,96,35,71,68","99,44,45,4,84",true
"25,104,67,34,85","53,80,91,70,42",true
"42,41,14,101,46","75,68,28,138,34",true
"97,2,25,45,18","14,32,15,5,42",true
"18,62,106,86,37","28,44,83,20,36",false
"12,73,36,28,85","86,62,93,59,23",false
"71,54,49,30,22","14,27,67,99,86",false
"30,85,7,25,44","105,54,93,71,53",false
"41,30,79,36,137","12,25,135,40,50",false
"74,81,100,84,5","20,59,29,46,71",true
"28,48,35,21,75","10,36,26,30,13",false
"2,74,41,31,26","84,44,22,40,30",false
"17,12,70,75,63","44,97,14,137,40",true
"96,89,37,83,39","77,44,88,81,47",false
"44,35,100,99,87","40,23,53,102,138",true
"121,6,7,78,22","36,74,41,2,40",false
"17,10,2,20,53","84,62,23,41,36",false
"53,46,129,35,64","10,102,40,120,14",false
"95,107,17,137,40","67,26,15,97,53",true
"58,35,48,96,40","119,23,1,56,138",true
"33,88,113,1,86","101,114,94,62,70",true
"128,5,33,34,44","48,84,35,39,46",false
"80,99,53,88,28","42,30,73,2,91",true
"28,121,7,12,19","20,42,95,76,75",false
"6,135,11,79,71","99,62,14,47,89",true
"20,13,93,36,29","41,71,25,50,81",false
"63,111,23,87,14","120,81,89,30,101",false
"49,2,101,22,94","30,1,71,23,28",false
"80,7,27,93,36","138,26,44,96,83",false
"114,87,21,84,14","25,72,67,64,23",true
"63,26,36,44,62","14,47,104,135,121",false
"44,106,64,66,104","8,46,28,31,15",false
"8,67,23,27,45","56,6,31,137,51",true
"11,86,27,36,93","30,39,67,14,42",false
"11,71,85,10,26","66,35,93,50,102",true
"14,1,8,33,56","50,104,113,48,88",true
"21,7,6,36,29","50,25,15,100,67",false
"88,129,18,120,53","21,89,138,78,46",true
"32,69,12,121,31","56,13,57,70,47",true
"104,87,12,126,119","6,30,42,71,86",true
"93,36,64,97,138","84,22,62,42,12",true
"26,32,22,42,119","88,34,28,12,128",true
"40,63,68,14,71","87,25,50,98,93",true
"15,53,31,99,67","8,11,37,14,93",true
"59,14,97,44,30","48,28,26,105,39",true
"120,25,63,9,83","56,67,137,112,4",false
"121,14,101,12,66","53,67,25,40,137",true
"74,2,64,120,8","105,1,63,86,36",false
"14,42,25,34,31","119,83,2,93,74",false
"71,67,26,68,138","44,36,53,88,99",false
"53,14,4,34,55","27,21,18,93,13",true
"119,42,95,45,36","25,7,81,41,97",true
"2,5,8,123,22","44,121,47,57,64",false
"68,85,13,40,67","36,54,69,27,64",true
"26,25,2,110,67","36,138,81,35,101",true
"63,86,28,10,123","21,25,8,40,85",true
"54,76,25,60,47","22,67,30,71,99",true
"22,30,63,84,56","48,25,136,86,14",false
"8,51,5,21,25","74,11,83,42,26",true
"54,76,100,40,31","15,83,30,35,41",false
"82,83,36,75,44","6,39,31,80,63",true
"71,14,44,121,48","37,11,104,8,64",false
"33,137,104,42,53","44,25,27,91,19",true
"26,100,12,20,94","121,35,14,62,67",false
"14,71,30,93,63","47,104,39,41,85",true
"121,85,34,94,63","21,101,51,57,74",true
"71,100,68,78,114","126,101,138,67,28",false
"30,2,73,9,88","87,121,28,22,93",true
"98,36,84,15,53","50,48,19,75,21",true
"25,36,1,14,88","123,75,28,11,82",true
"41,23,88,37,84","80,10,87,42,100",false
"86,19,74,35,50","76,25,12,68,21",true
"56,63,26,27,2","39,72,68,60,41",true
"74,1,62,86,105","81,30,97,9,45",false
"42,30,36,48,53","60,15,67,128,87",true
"20,86,6,26,135","72,97,104,9,64",false
"99,6,84,14,26","28,30,67,35,40",false
"64,30,14,36,17","70,74,84,35,16",true
"104,138,16,53,11","74,44,27,42,81",true
"8,60,5,87,36","47,88,41,104,75",false
"27,30,2,47,18","91,31,67,16,9",true
"30,99,35,25,92","86,93,47,39,96",true
"71,85,53,6,11","30,54,45,135,7",false
"2,53,114,63,14","106,45,93,37,27",true
"42,22,14,45,128","44,52,129,30,75",true
"30,12,53,108,107","71,36,29,64,67",true
"8,5,30,71,113","26,86,83,14,114",true
"37,21,96,81,71","48,60,50,30,53",false
"92,41,89,104,101","136,99,1,26,126",true
"83,12,27,135,14","42,101,7,8,29",true
"25,2,1,35,77","121,22,47,101,104",false
"67,7,64,22,102","11,138,119,30,81",true
"50,14,86,138,106","137,30,87,1,113",false
"67,104,35,26,72","30,114,10,17,53",true
"67,128,14,42,44","64,93,75,36,68",false
"73,31,28,46,110","96,19,13,14,138",true
"50,138,137,64,12","26,121,29,76,6",true
"50,36,93,71,84","99,27,8,14,86",true
"64,108,63,76,26","16,11,13,129,86",true
"6,50,36,14,51","27,25,41,86,69",true
"42,44,119,14,11","30,2,36,59,27",true
"71,42,58,22,41","63,4,12,26,28",false
"22,44,52,75,42","21,28,83,50,93",false
"25,108,93,27,14","71,63,104,50,86",false
"14,71,111,44,97","93,98,22,121,45",true
"67,26,40,35,71","17,45,98,36,85",true
"7,76,27,10,137","88,29,67,114,87",false
"119,56,114,137,14","17,8,71,101,99",true
"121,96,53,71,138","59,23,9,35,126",true
"80,8,53,36,101","86,28,97,75,63",true
"35,30,71,14,31","2,101,28,26,44",false
"46,57,48,47,14","26,20,32,35,28",false
"67,36,138,32,94","35,28,23,29,53",false
"53,80,71,99,44","83,67,39,27,60",true
"30,22,23,18,121","37,96,76,103,12",false
"83,32,58,42,26","35,7,11,37,121",true
"88,50,2,5,46","71,37,80,111,11",true
"28,35,101,17,54","104,37,114,40,136",true
"95,73,12,42,30","75,109,27,17,2",true
"71,89,9,5,35","28,53,30,32,68",false
"25,79,67,36,121","28,26,50,80,90",true
"108,1,123,34,75","28,76,30,101,12",true
"89,76,54,53,14","121,80,7,67,70",false
"30,48,22,85,2","26,84,10,96,46",true
"67,35,27,53,29","68,76,93,9,16",true
"104,35,110,1,25","2,54,105,27,114",false
"48,29,86,35,64","33,96,11,37,34",true
"23,14,6,76,64","97,10,19,71,59",true
"97,50,104,26,70","63,106,37,67,75",true
"64,18,104,35,50","54,30,40,72,67",false
"36,28,1,121,83","42,97,76,68,17",true
"84,1,98,11,101","99,86,67,2,62",true
"35,2,40,84,41","44,5,9,29,76",true
"14,138,86,51,63","106,79,70,62,2",false
"64,80,68,34,41","100,11,50,44,84",true
"47,53,6,104,26","28,41,62,36,75",false
"88,12,45,16,31","23,74,138,11,51",true
"37,113,72,75,19","71,11,64,104,67",false
"6,48,80,119,2","45,93,36,99,30",true
"18,2,105,59,37","54,28,11,75,3",false
"104,23,51,30,81","94,75,70,108,53",false
"87,22,93,62,123","18,75,36,108,50",false
"71,51,86,8,76","14,36,100,37,138",false
"73,138,74,96,112","32,88,76,2,31",false
"80,23,53,54,56","48,49,36,100,83",false
"41,101,80,7,102","109,66,28,76,83",false
"1,97,87,74,135","42,56,63,84,59",false
"94,30,88,119,123","105,67,14,59,38",false
"87,23,35,57,45","26,93,27,96,41",true
"93,76,86,68,71","14,36,44,63,87",true
"11,67,80,85,107","75,84,93,50,10",true
"44,105,27,11,69","75,59,84,12,70",false
"84,45,60,4,58","22,57,138,120,27",true
"50,10,31,42,72","1,26,66,28,22",false
"49,67,80,40,84","81,26,126,97,44",true
"30,5,96,126,12","48,29,14,26,10",true
"76,4,20,57,68","27,28,89,83,11",false
"8,88,9,76,104","1,29,35,45,26",true
"104,30,1,23,101","68,102,71,31,126",false
"86,67,107,34,71","2,31,8,75,21",true
"16,62,60,22,12","32,14,138,11,104",false
"95,47,112,137,26","105,57,108,39,8",false
"14,41,22,86,129","107,42,12,83,46",false
"30,38,35,31,97","10,7,62,11,83",false
"28,86,42,50,35","111,36,15,84,54",false
"112,59,67,26,71","74,1,29,84,72",true
"21,120,81,20,13","37,4,39,86,104",false
"63,129,93,30,72","109,79,14,76,29",true
"12,75,42,86,138","45,49,35,67,87",false
"7,67,108,97,113","88,44,25,2,27",false
"1,21,13,2,74","68,48,30,49,56",false
"14,53,72,21,59","42,90,39,12,26",true
"84,100,8,1,50","68,44,105,92,99",true
"84,104,67,35,53","2,76,41,128,30",false
"135,93,75,47,27","84,36,1,40,45",true
"70,69,17,37,83","33,60,62,82,88",true
"14,98,45,42,76","47,110,25,41,54",true
"28,32,31,71,13","93,97,9,60,30",true
"101,26,104,74,1","56,34,137,67,2",false
"44,75,46,28,101","16,62,27,41,14",false
"138,86,35,27,13","64,75,96,126,56",true
"11,96,83,8,53","4,105,40,114,36",true
"29,36,5,55,44","74,71,93,31,84",false
"64,14,35,100,30","26,44,75,22,40",false
"68,73,67,23,104","26,12,35,2,86",true
"76,79,23,26,138","121,66,1,39,28",false
"6,53,42,40,74","93,19,27,3,92",true
"47,44,84,62,43","102,22,54,14,67",true
"1,50,42,26,135","85,23,44,14,97",false
"1,42,14,22,19","35,36,27,10,62",false
"96,14,63,64,22","84,35,50,74,59",true
"42,86,43,50,12","113,26,25,84,2",false
"72,76,2,123,75","1,53,74,88,137",false
"112,97,100,22,67","63,44,49,53,30",true
"18,75,5,69,68","15,22,64,36,119",true
"30,46,100,63,67","104,101,74,138,22",false
"105,2,93,53,11","67,28,74,35,25",false
"119,63,45,69,28","27,37,121,32,7",false
"104,123,48,99,71","10,30,9,126,137",true
"22,73,68,2,83","13,93,111,7,30",true
"128,19,83,67,104","23,76,42,87,64",false
"121,53,22,28,44","99,23,48,14,86",false
"112,12,6,96,40","93,15,108,14,21",true
"53,45,42,71,63","10,39,62,87,28",true
"113,84,30,96,6","57,64,15,41,27",true
"100,114,96,20,1","53,93,14,82,26",true
"72,41,106,68,28","14,29,37,54,17",false
"30,36,137,44,74","41,7,71,50,110",false
"82,71,104,27,6","36,22,20,44,46",true
"39,30,12,71,28","5,67,22,42,2",true
"114,45,59,36,84","88,30,12,97,17",true
"104,50,70,26,99","21,6,28,71,30",false
"32,28,34,41,138","14,22,8,83,27",false
"48,86,35,105,28","76,33,84,10,26",true
"75,47,59,86,35","11,58,14,119,8",false
"16,6,62,37,35","22,14,84,7,83",false
"8,63,28,40,75","86,102,67,126,31",false
"21,2,12,50,77","74,67,81,75,97",true
"27,18,112,67,36","44,89,5,64,17",true
"28,26,86,22,6","14,19,101,91,42",true
"121,119,106,29,72","107,15,8,85,71",true
"76,71,67,108,22","42,110,7,37,14",false
"71,63,97,74,13","41,76,42,30,37",false
"14,97,138,13,84","121,137,25,63,45",false
"74,27,8,80,71","113,63,121,50,28",true
"28,138,14,97,50","22,36,107,2,104",true
"53,3,46,62,90","95,114,71,129,121",false
"39,90,93,77,84","42,114,33,22,44",true
"48,16,75,138,37","20,84,35,36,61",true
"74,54,64,105,16","2,27,119,44,23",true
"69,67,37,47,22","41,86,63,61,108",true
"50,121,54,7,75","67,2,123,14,13",true
"136,68,81,76,138","45,40,59,41,71",false
"85,137,84,95,80","71,78,35,53,36",true
"44,42,88,75,17","69,41,84,105,39",false
"112,83,12,14,23","67,96,107,63,34",false
"104,43,93,25,84","30,72,1,70,62",true
"105,28,62,93,40","37,14,41,1,30",true
"28,59,88,30,93","25,84,41,85,80",true
"14,27,47,10,60","26,63,35,12,64",true
"53,44,6,104,37","8,5,121,80,57",false
"30,101,104,98,138","9,90,42,64,67",false
"44,5,96,63,68","74,87,41,14,75",true
"49,67,112,90,5","10,62,25,81,20",true
"26,16,86,29,93","95,71,51,45,11",true
"36,44,101,23,106","16,70,94,17,113",false
"67,99,17,75,33","97,35,138,83,9",true
"53,50,129,113,81","36,30,2,67,62",false
"95,36,62,26,28","6,64,71,67,30",true
"12,35,47,97,86","26,14,138,40,42",false
"138,108,72,13,32","2,50,44,45,40",true
"97,64,7,138,80","74,110,53,93,137",true
"1,74,49,138,114","32,28,73,88,87",false
"16,71,25,45,42","53,18,138,14,37",true
"99,75,22,74,67","72,76,84,114,11",true
"30,137,1,97,74","69,129,84,68,10",true
"93,1,14,15,51","42,35,64,69,119",false
"67,34,21,2,64","114,104,110,31,47",true
"63,47,39,72,96","14,114,71,81,58",false
"34,35,14,121,54","58,69,30,18,119",true
"44,138,34,14,86","27,101,67,11,120",false
"136,107,105,11,138","8,121,135,9,46",true
"71,85,105,63,27","13,86,60,5,48",false
"14,64,36,120,1","51,90,12,28,105",true
"41,74,26,129,21","23,42,7,64,32",true
"114,37,45,36,8","19,30,6,21,73",true
"7,26,62,48,17","25,11,104,53,72",true
"47,41,39,121,27","81,83,7,28,120",true
"93,57,64,21,75","12,76,62,72,14",false
"2,58,46,121,44","8,22,101,71,36",false
"101,22,63,28,34","42,7,64,14,41",true
"14,103,28,67,74","15,71,121,114,100",true
"46,35,75,121,28","135,73,101,50,34",true
"110,95,16,21,45","6,60,28,20,86",true
"80,18,15,136,75","39,97,109,102,7",true
"40,29,53,13,50","14,126,68,129,67",false
"86,114,21,28,32","33,49,30,12,23",true
"50,45,96,26,41","71,93,2,14,75",true
"35,57,67,7,37","63,2,86,11,79",false
"138,21,13,63,105","75,60,8,30,23",false
"36,27,95,45,72","84,74,15,83,41",false
"85,45,72,58,42","64,1,7,28,53",false
"119,126,69,35,60","39,9,10,27,104",false
"42,128,17,104,31","68,64,96,54,74",true
"41,14,7,25,16","44,21,27,34,50",true
"96,50,41,101,46","25,53,104,48,86",true
"93,22,53,51,56","8,71,36,62,112",false
"71,83,123,35,75","22,84,47,27,8",false
"30,32,71,35,27","2,63,73,14,91",true
"2,40,44,97,30","70,36,37,34,14",false
"64,128,21,48,83","119,19,62,11,56",true
"42,93,9,84,97","80,67,56,103,17",true
"119,37,11,12,71","112,41,2,126,113",true
"97,63,53,26,35","84,19,86,80,70",false
"86,1,27,60,7","20,5,97,67,22",true
"96,16,11,26,7","86,71,27,104,54",true
"70,92,81,121,104","36,62,7,30,67",false
"88,63,40,98,56","7,38,5,2,41",true
"14,85,59,81,7","6,68,8,22,121",false
"80,84,11,30,104","86,22,53,96,67",false
"28,137,15,32,59","21,19,99,84,29",true
"42,53,22,13,6","1,88,36,28,30",false
"1,64,50,43,7","11,25,121,27,2",false
"26,12,31,9,80","106,41,105,22,86",false
"137,15,39,135,6","28,26,64,74,48",true
"34,47,8,48,49","123,101,28,6,76",false
"7,75,11,77,138","70,2,53,36,30",true
"64,137,48,101,91","75,63,22,80,59",true
"104,102,8,16,23","106,5,50,93,28",true
"100,22,8,5,71","51,31,104,34,14",false
"41,74,107,68,30","23,28,62,138,84",false
"121,19,7,70,35","40,93,50,81,101",true
"51,3,96,23,4","84,106,1,16,86",false
"41,39,60,119,65","71,6,26,98,45",true
"41,64,71,29,76","67,47,75,26,37",true
"6,22,83,35,84","8,48,72,21,76",true
"41,14,65,32,96","102,104,105,93,77",false
"28,121,93,64,86","39,35,41,26,2",true
"74,67,88,68,119","81,106,54,30,14",true
"21,8,101,110,54","30,15,93,62,69",true
"23,30,76,73,68","6,14,86,1,26",true
"32,14,40,76,86","27,44,30,42,12",true
"53,100,8,96,75","33,5,104,44,128",false
"37,28,22,20,41","15,63,27,14,101",true
"50,14,35,1,71","80,53,70,85,137",false
"1,121,25,96,7","80,74,64,67,15",false
"103,84,95,138,75","76,6,91,7,121",true
"71,64,41,26,35","44,40,21,27,28",true
"35,21,44,83,97","2,71,48,40,47",false
"123,81,70,13,45","28,49,53,2,101",true
"42,63,21,7,30","69,53,9,67,28",true
"13,67,14,27,71","68,57,80,53,41",true
"17,53,138,4,44","23,83,35,5,1",true
"35,102,27,67,88","26,17,47,40,8",true
"26,41,23,50,86","27,135,9,1,11",true
"58,28,35,25,26","63,18,30,7,3",false
"28,25,57,44,37","5,50,67,14,36",true
"20,71,10,36,26","76,40,2,48,30",true
"85,93,17,62,104","12,75,48,42,84",false
"30,54,7,39,65","96,71,75,76,12",false
"100,90,2,6,25","64,114,39,108,41",true
"25,128,70,84,45","42,37,44,76,31",false
"53,71,102,17,5","30,36,67,80,62",false
"56,71,32,67,17","83,36,23,63,42",false
"41,60,25,88,20","49,63,137,21,75",true
"11,42,39,14,9","85,106,28,72,71",false
"40,69,88,48,17","89,76,57,13,97",true
"86,71,11,39,100","5,36,81,19,10",true
"88,84,93,8,76","79,104,67,94,101",false
"71,75,45,74,114","48,50,97,80,27",true
"10,96,88,119,50","45,28,37,46,92",false
"102,28,10,53,76","74,97,41,14,30",true
"68,74,129,42,84","64,80,88,2,120",false
"137,41,110,53,16","72,20,93,62,88",true
"53,104,46,113,48","23,27,26,8,31",false
"93,44,7,5,104","86,112,18,4,62",true
"101,71,93,13,64","81,35,27,91,14",false
"8,16,100,45,22","41,25,99,26,86",false
"84,14,88,54,76","36,30,41,74,93",false
"81,76,35,30,8","14,42,39,1,88",true
"27,78,62,44,76","36,20,8,110,35",false
"6,5,65,103,99","63,42,9,30,98",true
"74,67,75,22,2","25,59,44,128,39",true
"85,64,41,74,108","81,14,35,75,6",false
"97,19,99,12,80","84,54,71,60,72",false
"36,32,1,64,119","81,43,7,27,48",true
"119,67,53,1,22","64,37,25,32,84",true
"114,14,23,86,30","84,15,22,53,44",false
"35,71,14,12,26","86,36,50,104,93",false
"5,8,30,76,96","34,111,23,93,75",true
"28,60,31,49,68","75,26,99,77,67",true
"16,119,42,71,87","17,104,53,50,44",true
"120,101,32,39,21","111,80,14,10,26",false
"42,28,71,32,33","95,83,61,53,30",true
"82,119,70,31,14","96,101,104,5,138",false
"8,39,110,22,51","41,53,100,28,86",true
"86,17,60,7,138","81,97,42,83,5",true
"28,30,35,91,23","136,39,48,68,37",true
"72,31,22,135,67","5,84,41,35,14",true
"23,93,21,85,7","86,45,82,4,14",false
"56,57,99,14,45","36,51,40,12,15",false
"105,119,106,33,14","112,22,30,104,10",false
"14,86,71,33,81","63,50,22,75,70",false
"17,29,30,49,63","84,37,28,54,21",true
"70,22,84,71,25","1,106,44,6,5",true
"32,63,75,84,8","53,44,96,87,35",true
"42,71,68,88,14","67,47,30,121,46",true
"20,93,60,84,59","72,104,30,27,63",false
"3,123,29,74,54","96,40,86,28,67",false
"20,21,1,81,123","14,52,86,62,93",true
"53,2,50,46,35","23,3,28,70,72",true
"47,41,76,45,50","2,31,114,71,67",false
"26,80,12,30,38","111,67,138,60,136",true
"72,26,5,81,76","74,12,32,87,71",false
"75,137,15,71,107","136,42,40,59,63",false
"36,45,59,8,123","74,64,107,16,73",true
"40,95,100,104,36","42,21,138,67,56",true
"110,54,14,7,97","71,53,70,30,28",false
"53,12,35,27,28","26,84,8,104,47",true
"18,136,40,81,53","6,42,72,102,36",false
"32,53,86,17,14","104,71,93,39,64",true
"138,71,76,28,53","67,110,20,26,25",true
"2,8,53,36,30","28,7,26,21,35",false
"71,119,11,99,8","33,25,30,18,85",true
"53,107,16,42,17","121,18,97,25,14",false
"123,45,17,1,2","93,7,23,47,14",false
"2,27,6,53,14","36,21,123,71,50",true
"84,114,83,70,50","6,71,137,86,17",true
"123,12,53,111,14","28,7,68,61,93",true
"29,51,25,101,42","16,23,45,30,1",false
"129,35,93,121,51","74,5,64,28,126",false
"87,77,53,11,49","28,121,105,113,44",false
"82,30,63,96,102","1,91,42,87,59",true
"53,35,99,93,128","85,36,62,6,137",false
"1,98,14,53,34","35,42,64,84,83",true
"41,30,69,2,64","27,71,1,28,39",true
"19,54,7,105,128","28,53,64,138,39",false
"120,50,58,12,25","86,2,30,20,44",false
"137,32,36,84,35","23,81,107,31,28",true
"11,3,69,106,105","135,50,14,84,93",true
"38,79,13,53,11","4,36,10,136,22",true
"13,88,16,42,1","71,101,67,104,57",true
"84,14,44,76,96","99,17,16,67,63",true
"35,67,86,63,28","14,27,2,53,62",true
"31,59,67,7,76","54,8,53,63,74",false
"50,101,41,96,25","8,35,14,31,28",true
"137,74,41,14,27","101,35,1,36,62",false
"11,63,64,53,67","51,88,114,80,36",true
"75,46,28,39,84","112,59,86,109,90",false
"87,81,54,91,136","67,58,14,96,17",true
"5,73,97,120,26","43,96,53,40,48",true
"2,75,113,44,30","71,21,48,23,119",true
"13,121,1,75,97","7,44,2,9,16",true
"12,104,17,30,28","121,7,93,74,78",false
"4,53,121,73,35","1,71,128,135,74",false
"81,27,36,28,29","30,76,67,48,22",true
"55,46,21,2,29","62,44,36,57,121",false
"54,59,71,30,22","42,53,9,67,83",false
"55,14,6,36,30","93,49,75,64,5",true
"20,5,42,135,22","31,104,93,36,68",false
"101,42,35,36,44","75,11,28,71,81",false
"86,67,54,137,90","47,2,93,64,84",true
"25,64,22,63,97","83,9,16,80,113",true
"59,54,55,7,30","43,1,11,26,23",true
"42,74,88,11,114","18,53,22,36,19",true
"5,17,101,8,47","44,135,83,45,39",true
"98,45,30,84,67","22,138,26,11,42",true
"16,74,100,72,12","6,71,59,4,67",true
"76,85,93,16,106","59,83,114,63,45",false
"21,104,45,84,93","69,5,53,10,128",true
"93,50,53,95,84","74,85,5,1,104",true
"25,128,93,37,104","7,135,9,14,41",false
"27,28,41,72,121","8,30,128,59,71",false
"83,121,97,8,35","41,71,137,26,11",true
"47,5,93,63,97","71,30,28,67,23",false
"7,54,88,123,22","72,30,84,42,129",true
"90,104,128,8,5","25,137,71,67,53",false
"42,50,101,70,36","31,21,2,67,64",true
"114,72,50,119,85","31,14,36,48,8",false
"42,67,50,76,32","84,86,74,96,18",false
"35,60,103,16,126","6,63,22,5,2",false
"71,84,53,93,121","101,18,106,14,54",false
"54,62,27,28,84","64,81,67,68,30",true
"42,21,14,109,7","129,75,44,23,68",false
"119,33,28,126,41","5,70,23,14,21",true
"13,25,53,42,10","14,72,12,83,22",false
"64,93,14,111,71","16,26,54,22,138",false
"67,23,7,71,31","70,25,2,64,101",false
"26,35,71,100,11","7,84,87,109,74",true
"84,63,7,113,64","14,126,45,138,81",true
"48,63,105,25,119","14,123,28,50,41",false
"8,121,86,83,99","81,104,64,88,80",true
"71,97,119,43,93","110,100,41,128,98",true
"36,77,105,67,86","26,47,25,71,70",true
"129,74,32,14,68","7,42,87,15,123",true
"42,12,121,100,110","11,60,114,1,63",true
"75,67,42,73,84","37,104,22,41,35",true
"70,31,112,119,36","96,101,40,83,54",false
"26,41,137,45,14","28,138,40,60,64",false
"86,30,76,8,108","104,37,84,59,42",false
"49,33,22,94,23","67,14,21,53,56",false
"14,68,26,22,106","137,5,67,74,21",true
"19,66,14,27,67","42,128,26,25,41",true
"12,22,96,14,86","45,39,48,2,35",true
"59,14,138,128,69","31,76,41,96,26",false
"35,84,94,96,30","53,86,104,74,44",true
"109,70,29,27,35","36,8,14,9,104",false
"1,50,36,30,15","42,87,35,14,84",false
"48,69,30,34,71","44,28,27,105,110",false
"28,67,74,93,64","6,42,91,22,30",true
"1,20,15,42,16","95,74,30,76,55",false
"25,121,55,93,136","36,2,10,44,63",true
"25,137,86,5,44","98,72,48,11,37",false
"104,62,22,56,50","6,35,66,54,75",true
"86,18,59,42,9","1,64,39,38,84",true
"79,4,71,84,53","30,70,112,97,104",true
"96,33,84,36,81","97,25,1,88,71",false
"39,69,3,26,44","135,110,67,36,64",false
"22,12,110,99,138","21,8,3,14,63",false
"75,84,69,93,36","26,67,53,104,16",false
"73,86,14,101,120","5,28,83,1,80",false
"99,30,26,82,35","121,46,41,1,64",true
"92,2,54,84,74","105,68,25,97,44",true
"20,63,68,34,102","84,54,40,25,16",false
"27,96,44,98,112","93,9,137,11,72",false
"114,73,37,59,14","26,28,5,36,44",false
"135,41,75,62,22","1,42,56,14,21",false
"8,104,27,56,121","110,102,86,35,85",true
"84,88,11,42,36","71,30,45,50,6",true
"4,62,63,50,13","30,68,8,28,7",false
"22,39,1,16,7","56,72,35,28,53",false
"14,86,71,4,114","67,40,74,7,2",true
"28,22,123,9,67","20,35,71,14,6",false
"101,42,22,96,85","107,75,105,104,6",false
"37,71,136,52,46","98,59,7,72,14",false
"86,87,72,1,108","26,25,34,93,104",false
"25,54,67,87,29","36,74,58,41,88",true
"39,77,42,26,71","138,2,93,11,128",false
"64,28,14,4,42","126,72,35,99,37",false
"31,72,23,71,86","97,44,16,21,26",true
"70,26,27,16,35","66,8,39,99,82",true
"98,67,91,11,30","1,36,50,14,96",false
"49,10,110,26,106","57,22,138,84,64",true
"2,53,25,54,26","45,6,36,111,136",false
"25,41,85,100,35","96,101,7,63,84",false
"104,112,48,97,30","28,54,11,1,59",true
"67,72,26,62,104","6,87,2,74,86",false
"138,14,28,46,62","83,82,44,71,50",true
"42,71,25,67,30","68,44,27,5,37",true
"84,97,23,89,87","35,66,121,1,8",true
"16,128,14,138,74","135,30,11,84,42",false
"81,67,36,9,84","138,27,14,100,114",true
