radiant_team,dire_team,radiant_win
"53,85,59,28,12","83,1,5,60,76",true
"14,60,86,93,80","21,32,82,2,101",true
"28,68,31,22,10","8,16,85,50,30",false
"8,42,47,17,18","98,75,49,88,36",false
"30,35,41,56,2","93,106,50,20,104",true
"16,30,75,95,13","54,47,39,71,28",true
"67,30,71,88,107","119,40,126,44,35",true
"23,53,26,13,32","86,6,72,98,78",true
"80,9,64,54,36","12,85,112,35,23",true
"11,75,84,14,94","72,47,29,67,26",false
"7,93,28,76,75","53,111,26,104,8",true
"40,8,112,25,135","50,41,2,48,75",false
"74,68,2,35,138","20,71,36,11,100",false
"101,8,37,119,93","11,6,63,26,83",true
"47,22,5,18,40","21,35,114,73,84",true
"25,20,97,93,137","135,35,13,95,50",false
"7,40,23,138,25","9,28,93,45,20",true
"96,36,84,81,12","8,2,27,11,121",true
"72,101,71,67,35","29,22,76,14,93",false
"73,111,104,28,21","30,74,29,114,14",true
"37,44,2,21,71","25,137,62,67,64",false
"84,114,23,41,9","121,25,83,104,1",true
"8,15,83,25,51","35,42,72,40,6",true
"76,64,101,26,12","69,3,47,22,84",true
"49,71,67,36,73","39,32,33,74,114",false
"74,71,121,46,58","83,137,44,30,47",false
"58,108,14,93,27","48,35,7,43,28",false
"71,41,112,22,111","48,1,123,136,23",false
"68,63,114,50,21","75,2,23,41,14",false
"28,39,84,86,67","64,123,71,36,8",false
"8,37,29,64,22","88,39,2,42,30",false
"35,1,14,26,42","60,48,27,21,121",true
"7,30,67,63,3","35,85,14,54,50",true
"2,35,37,62,41","12,111,76,40,28",false
"84,12,11,111,28","138,2,40,41,56",false
"2,121,67,11,31","76,70,1,30,53",true
"28,41,6,42,35","89,16,72,54,21",true
"104,23,89,91,26","71,12,137,40,63",true
"128,71,56,63,27","97,30,7,15,20",false
"99,2,36,84,5","56,88,119,101,59",true
"35,101,63,28,93","104,19,77,1,119",true
"101,40,96,81,47","11,110,41,90,2",false
"123,56,1,42,30","101,121,8,68,98",true
"39,42,30,87,89","80,6,85,26,13",true
"26,23,80,50,44","99,42,53,54,91",true
"2,79,111,22,12","36,75,14,10,9",true
"6,99,72,36,29","121,28,114,50,32",false
"93,37,23,29,14","28,86,67,88,53",true
"56,104,53,48,98","93,35,51,63,114",true
"22,20,9,71,54","129,48,40,27,76",false
"97,74,14,48,83","40,28,27,34,60",true
"35,86,8,121,49","6,129,37,15,5",true
"97,50,2,14,54","63,52,47,85,23",false
"41,64,21,36,137","67,87,120,26,83",false
"42,121,129,86,28","34,87,85,80,36",false
"1,59,23,9,84","6,36,26,14,106",true
"13,128,12,37,29","52,9,126,59,8",true
"2,64,36,11,53","83,27,104,67,71",true
"82,86,22,35,104","100,6,42,136,85",false
"42,44,39,83,63","100,13,40,67,107",true
"110,114,75,25,41","35,22,81,74,119",false
"128,73,86,17,8","30,75,107,48,69",false
"59,64,40,6,121","2,138,45,81,7",true
"9,64,44,14,41","6,16,1,71,42",true
"14,2,48,67,53","54,9,138,42,26",true
"50,85,95,16,13","88,119,2,21,54",true
"7,54,26,13,19","45,16,42,92,64",false
"100,5,71,46,53","42,37,126,6,30",true
"71,80,29,20,49","36,84,19,47,35",false
"31,86,14,41,35","53,126,30,77,138",false
"46,64,56,21,5","27,81,44,14,9",false
"36,26,6,104,14","74,41,64,3,23",true
"63,121,53,137,7","113,96,86,1,97",true
"36,70,26,121,75","15,32,30,86,2",true
"86,59,1,104,68","6,8,62,137,30",true
"28,63,100,11,37","6,21,36,88,35",false
"54,39,12,108,121","1,71,64,28,35",false
"14,63,74,31,21","4,113,23,83,45",false
"41,28,15,62,30","74,22,71,67,86",true
"138,129,11,62,9","105,67,49,79,25",true
"72,71,87,138,114","86,28,75,67,36",false
"44,57,74,49,26","50,41,96,40,106",true
"35,105,45,138,29","101,114,36,110,16",true
"14,105,48,26,19","110,64,63,35,42",false
"111,88,62,84,67","23,101,8,28,26",true
"84,86,67,101,99","12,102,75,20,27",false
"53,64,13,108,67","11,97,19,105,47",false
"22,36,44,27,72","92,74,12,71,31",false
"35,83,99,63,62","45,92,84,67,40",false
"84,26,25,2,12","73,36,72,40,42",false
"14,81,6,5,71","35,30,29,63,78",false
"46,63,18,85,86","70,72,44,7,26",false
"7,51,30,67,2","25,135,62,50,70",false
"120,18,88,96,83","75,25,32,19,15",true
"138,14,25,96,114","30,35,95,7,39",true
"76,2,64,110,41","12,29,71,36,87",false
"67,17,14,108,100","42,71,84,22,70",false
"67,96,84,104,31","50,47,54,25,42",false
"68,30,36,63,43","4,84,59,86,14",true
"7,85,14,94,12","26,39,86,28,67",false
"85,50,53,54,93","39,121,31,104,109",true
"135,42,137,83,92","62,36,10,26,23",false
"138,28,26,46,101","48,64,98,36,121",true
"59,58,9,7,138","98,62,51,22,44",true
"28,7,50,74,1","27,99,64,44,35",true
"54,76,114,26,40","11,28,15,30,84",false
"16,32,138,119,34","56,72,80,30,23",false
"14,41,63,79,25","71,22,67,84,5",true
"121,26,99,93,56","25,44,123,53,84",false
"83,30,114,104,46","39,26,64,44,126",true
"13,70,104,40,68","7,35,50,135,48",true
"44,76,5,53,71","8,45,26,25,69",false
"42,120,102,11,27","29,93,21,50,67",true
"102,63,37,30,62","12,96,64,26,21",true
"12,17,64,119,71","45,84,63,40,67",true
"67,51,101,50,40","93,30,80,7,3",true
"74,138,80,40,2","20,35,42,71,107",true
"72,41,36,120,87","108,14,45,86,93",false
"11,14,53,26,59","42,6,68,34,25",true
"36,7,37,120,48","81,72,45,35,12",true
"22,6,105,59,31","25,62,87,69,35",true
"102,35,86,60,17","41,64,43,84,42",true
"101,8,59,2,121","30,29,95,46,50",false
"71,46,111,50,75","74,25,70,86,28",true
"111,35,106,109,64","53,93,96,48,76",false
"25,84,13,86,45","10,14,19,137,88",false
"37,104,54,35,23","114,86,69,26,83",false
"7,14,1,56,26","27,70,34,53,98",false
"27,81,34,97,48","93,16,31,107,72",false
"64,9,57,48,14","62,63,39,30,96",false
"22,70,69,121,53","36,14,105,87,1",false
"7,30,72,6,76","11,37,106,28,100",true
"5,69,113,14,45","2,44,41,84,46",true
"96,67,13,44,104","16,30,99,75,71",false
"81,93,71,104,64","113,70,21,53,102",true
"119,75,23,46,84","137,114,72,62,10",true
"35,59,71,2,55","3,12,74,21,104",true
"57,37,25,30,67","75,36,7,95,89",true
"85,59,15,42,83","49,52,46,121,53",false
"44,69,11,62,31","26,14,67,138,17",false
"56,90,85,67,84","121,31,8,28,59",false
"114,74,53,48,62","45,67,81,64,28",false
"28,67,21,16,76","27,50,138,2,80",false
"98,36,26,63,19","2,71,64,80,32",true
"114,75,135,71,10","27,17,110,44,104",true
"14,111,73,71,106","101,53,44,28,34",true
"42,3,12,74,106","137,85,67,128,28",false
"76,6,16,14,86","114,31,104,26,1",true
"50,120,109,23,63","80,36,41,30,53",false
"13,28,44,62,14","86,97,42,5,41",true
"76,121,83,48,98","138,15,42,22,53",false
"31,104,113,35,86","44,74,41,105,45",false
"8,22,121,56,42","64,53,71,68,44",false
"96,63,75,86,61","71,40,54,42,20",false
"23,63,53,16,40","2,1,47,27,138",false
"67,26,49,57,119","21,35,71,28,70",false
"126,51,135,32,14","30,25,54,36,33",true
"83,67,72,137,106","50,89,84,136,98",false
"2,26,36,84,70","6,104,27,32,73",false
"23,104,67,30,26","48,49,72,51,76",true
"17,30,135,41,64","71,102,121,12,97",false
"72,36,102,42,53","25,27,137,14,54",true
"83,21,12,7,35","26,96,68,18,84",true
"30,41,29,31,74","95,64,14,110,15",true
"136,137,102,21,53","60,63,13,41,45",false
"4,20,97,85,10","14,48,86,35,71",true
"93,121,67,50,34","44,81,105,129,59",false
"31,72,7,99,18","105,84,129,21,44",false
"85,72,64,129,37","74,2,67,68,14",true
"81,75,28,63,109","53,84,41,57,102",false
"88,40,68,49,1","84,62,26,8,25",true
"36,88,30,114,69","109,104,59,14,22",true
"46,53,95,60,79","59,15,30,3,29",false
"99,71,40,67,106","20,96,63,97,53",true
"63,36,40,44,96","95,42,74,53,64",false
"17,28,1,31,84","27,41,19,25,9",true
"26,35,36,67,21","53,30,41,50,29",true
"121,93,89,119,35","97,53,70,40,22",true
"64,12,101,137,59","111,86,77,63,14",false
"112,25,11,67,111","42,119,33,113,14",true
"16,84,89,50,76","71,60,25,56,75",false
"9,74,42,114,40","48,64,49,41,20",false
"28,11,8,87,81","30,100,41,53,49",true
"41,31,53,36,28","64,6,93,14,1",true
"23,94,5,121,88","67,56,51,20,48",false
"109,62,36,96,74","121,44,81,45,88",true
"114,10,7,27,71","23,50,41,47,16",false
"28,49,35,64,40","62,81,21,32,86",true
"81,44,136,23,64","35,104,14,88,63",false
"137,94,119,4,58","9,35,1,83,54",true
"47,100,1,41,31","55,50,23,82,44",false
"28,37,36,63,26","7,17,14,11,30",false
"33,54,6,37,69","126,88,42,99,68",false
"112,67,28,14,95","53,93,42,75,70",false
"7,59,41,121,28","104,137,30,6,86",false
"40,50,27,41,22","30,28,68,111,35",true
"99,18,53,58,113","41,114,35,97,50",false
"5,81,114,113,68","29,30,95,14,40",false
"84,41,104,71,27","14,22,93,26,121",true
"41,48,28,8,53","71,35,72,52,138",false
"40,101,53,69,12","22,36,26,63,96",false
"96,22,12,23,35","93,75,17,71,104",true
"93,30,16,21,1","120,7,2,121,138",true
"53,37,81,74,6","86,27,71,56,103",true
"74,28,67,72,119","73,64,54,94,121",true
"138,57,30,70,53","22,28,110,67,17",true
"114,35,63,135,50","93,22,81,123,137",false
"9,30,100,88,6","35,114,28,64,44",true
"59,48,67,72,6","2,40,129,26,47",false
"60,5,21,26,18","36,137,12,30,25",false
"10,14,53,84,42","81,137,30,63,36",true
"34,36,14,84,95","80,71,21,86,12",true
"59,56,95,42,72","106,10,14,5,13",true
"63,74,36,102,30","45,16,56,35,80",true
"28,104,75,41,37","88,45,42,25,93",false
"137,89,41,27,87","76,9,96,138,18",true
"47,129,27,73,71","48,37,30,104,22",false
"53,26,14,35,25","39,64,22,48,72",true
"41,123,97,48,85","23,104,63,14,83",true
"98,86,31,88,15","71,87,95,126,9",true
"93,35,102,27,96","7,53,80,84,42",false
"67,96,86,57,135","22,7,63,20,53",false
"67,138,27,13,104","71,36,22,1,83",false
"63,2,8,101,67","13,84,7,106,121",true
"16,37,26,12,40","7,47,71,36,67",false
"30,23,59,97,41","1,86,58,36,75",true
"92,10,123,7,35","8,60,34,68,114",true
"39,26,112,70,28","88,12,75,45,106",true
"39,27,25,31,28","2,44,13,14,88",true
"75,104,30,54,74","32,9,137,55,113",false
"8,36,1,105,20","79,51,82,48,67",true
"31,28,17,84,46","70,71,62,81,76",true
"60,27,23,21,44","30,120,86,73,53",true
"64,93,14,74,37","44,30,96,40,10",true
"14,12,74,83,37","79,98,104,87,4",true
"47,41,75,14,63","99,138,119,42,27",false
"83,69,44,36,9","19,49,39,93,35",true
"28,64,9,59,10","25,138,135,30,50",false
"126,121,105,96,8","90,69,36,53,12",true
"14,44,99,86,76","53,83,20,104,11",false
"111,41,2,76,53","62,68,93,21,57",true
"1,64,15,35,53","4,138,63,14,52",false
"138,50,76,26,99","97,17,121,93,74",true
"71,88,48,90,45","136,110,37,16,54",true
"42,22,99,14,86","25,106,41,28,7",false
"71,80,30,7,10","22,67,121,85,26",false
"96,30,13,41,19","28,78,45,63,22",false
"88,48,62,25,36","11,50,42,40,69",false
"17,16,68,51,73","25,129,7,138,22",false
"76,89,51,14,75","103,41,35,71,21",true
"62,83,37,89,36","53,11,119,63,32",false
"14,30,120,41,28","62,35,6,34,80",true
"84,6,110,135,49","104,88,93,121,12",false
"136,10,96,88,53","98,28,86,93,84",true
"21,67,27,35,41","54,48,53,30,86",true
"5,48,50,44,99","30,59,94,51,104",false
"71,8,111,138,135","28,40,22,20,67",false
"39,44,64,32,81","5,13,86,28,15",true
"30,41,35,71,36","15,74,138,53,42",true
"36,86,30,1,9","23,83,5,76,93",true
"71,105,41,23,110","44,79,97,39,53",true
"85,35,44,54,84","19,7,67,53,36",false
"67,7,64,36,100","28,123,138,72,14",true
"100,106,71,31,44","62,96,11,70,101",false
"53,80,54,14,25","41,26,22,23,45",true
"30,72,59,34,7","76,86,1,6,28",true
"114,32,22,5,71","68,66,81,126,106",true
"6,26,96,25,64","49,67,121,27,95",true
"81,95,39,53,30","59,64,42,101,54",false
"121,70,84,6,97","105,36,29,10,22",false
"135,41,121,36,97","101,69,74,37,8",true
"81,105,18,114,110","75,38,71,12,7",true
"1,5,28,27,99","42,71,37,53,82",true
"89,30,99,25,64","10,68,43,53,2",true
"67,69,10,40,33","8,86,39,36,71",false
"54,17,28,64,68","36,96,67,110,37",true
"21,60,31,44,14","20,2,8,45,75",true
"107,49,67,112,59","32,30,71,40,114",false
"68,102,18,1,90","128,97,11,30,25",true
"9,28,12,126,51","49,67,31,86,25",false
"41,45,103,16,4","28,44,43,53,14",false
"39,57,48,42,75","62,71,35,23,84",false
"30,32,35,138,86","63,29,53,90,8",false
"26,28,74,67,25","29,5,97,8,46",false
"5,17,119,67,23","7,50,28,12,121",false
"41,39,53,110,104","85,107,36,68,67",true
"60,36,110,7,97","104,22,138,23,30",false
"76,12,28,74,121","135,5,35,1,10",true
"113,30,14,41,2","67,71,121,36,96",false
"97,22,53,12,6","54,107,36,30,71",false
"6,34,81,86,56","101,48,51,61,121",false
"71,3,48,101,120","64,28,41,45,76",false
"103,8,14,26,69","48,71,37,104,88",true
"68,48,104,46,121","64,2,44,58,102",true
"74,37,19,21,11","41,71,68,16,83",true
"94,27,49,53,95","30,40,104,71,72",true
"90,26,99,14,48","119,63,71,19,126",false
"14,42,67,28,87","23,31,63,47,71",true
"72,64,47,67,99","42,46,26,48,45",true
"67,11,29,53,85","15,47,7,110,98",true
"28,84,93,50,119","46,37,2,121,113",true
"64,88,48,42,85","128,29,8,27,73",true
"74,10,45,81,48","72,28,101,14,67",true
"136,28,76,138,2","101,62,49,99,67",false
"50,1,39,30,49","3,44,35,28,62",true
"46,76,27,80,111","126,48,21,2,62",true
"18,119,2,72,37","1,99,35,27,52",false
"31,71,44,23,8","93,67,40,14,47",true
"71,52,101,11,88","50,21,104,44,86",true
"101,41,92,137,86","74,104,88,114,14",false
"75,13,71,110,12","99,97,40,121,41",false
"92,18,35,40,28","26,44,37,11,71",true
"67,13,85,104,9","22,31,63,10,28",false
"46,62,41,67,9","83,31,18,106,47",true
"36,22,99,12,83","129,1,71,74,64",true
"1,17,2,98,55","30,26,19,63,28",true
"113,27,71,95,96","64,128,26,54,35",true
"53,60,71,35,25","15,75,70,36,7",false
"41,36,16,75,136","76,43,67,62,87",false
"41,138,104,7,68","11,64,48,53,55",false
"13,53,88,100,81","59,30,64,1,135",false
"68,136,67,47,75","60,53,70,84,50",true
"43,68,8,104,16","80,11,44,19,63",true
"67,76,71,75,36","42,14,64,22,84",false
"82,93,5,104,71","11,4,99,62,88",true
"10,23,50,28,119","17,14,108,68,93",true
"7,36,95,48,62","18,12,34,99,35",true
"22,43,96,9,67","25,128,11,104,68",true
"86,67,54,27,21","74,44,104,40,126",true
"25,44,62,42,68","14,53,108,80,70",false
"35,30,32,108,72","57,14,123,1,39",true
"40,88,68,42,62","119,44,14,85,28",false
"30,80,14,40,35","136,121,114,128,38",false
"51,19,18,50,14","121,59,62,35,48",true
"27,62,39,42,44","94,2,1,96,71",false
"11,137,25,93,64","76,87,95,27,6",false
"62,69,121,90,42","8,128,106,53,96",true
"17,42,75,58,95","129,40,112,59,1",false
"90,23,44,74,25","99,28,107,26,46",false
"67,59,58,75,97","136,37,100,6,80",false
"27,46,31,29,53","36,51,80,93,20",true
"87,104,51,11,93","75,25,44,53,28",true
"81,31,36,11,20","1,28,22,50,40",false
"59,71,41,53,60","100,21,50,28,93",false
"42,58,35,4,64","81,76,14,30,11",true
"43,72,16,85,99","87,76,104,8,128",false
"104,86,40,74,41","53,84,95,26,36",false
"15,72,11,42,31","41,50,107,111,23",true
"80,67,28,4,63","44,31,35,19,36",false
"56,81,23,64,7","136,36,14,67,20",true
"101,39,28,53,44","41,36,83,14,16",false
"93,123,83,86,21","75,96,126,62,39",true
"102,59,67,84,99","18,21,85,25,44",true
"34,25,75,70,14","71,11,31,38,1",true
"1,67,40,31,88","64,74,99,79,81",true
"112,108,97,22,35","18,28,98,63,44",false
"137,74,57,121,48","128,44,34,42,64",true
"35,36,14,22,45","59,27,44,136,5",true
"61,16,59,44,84","25,73,30,75,23",true
"18,69,3,25,37","12,83,2,76,31",false
"100,67,76,53,23","27,51,2,7,4",true
"63,129,36,30,110","17,41,62,31,96",false
"1,13,64,104,14","28,37,27,82,11",true
"62,7,138,37,75","53,22,126,71,67",false
"42,97,9,26,138","70,53,2,37,28",false
"40,67,79,64,22","94,53,135,71,35",true
"20,89,2,25,37","22,18,71,27,1",true
"11,53,98,71,75","64,67,76,42,79",false
"112,126,99,128,18","36,42,67,119,37",true
"32,14,28,54,27","88,36,17,67,102",true
"54,85,21,14,28","75,67,53,96,121",true
"13,37,86,67,102","135,138,28,8,50",false
"30,128,73,41,42","23,31,28,85,93",false
"41,51,74,138,26","46,27,13,30,28",false
"15,63,67,19,27","74,75,59,8,50",true
"9,35,41,7,112","12,80,2,37,5",false
"44,39,75,110,29","103,27,95,53,126",false
"23,71,138,88,75","41,39,74,77,14",true
"64,126,45,109,47","102,137,1,71,22",true
"26,71,2,39,12","14,1,137,3,59",true
"49,58,40,67,76","35,64,50,89,22",true
"26,12,28,97,128","119,11,96,85,46",true
"119,1,68,64,2","60,86,59,75,67",true
"99,53,71,42,83","121,54,36,119,28",false
"99,84,86,97,12","29,50,67,106,81",false
"87,97,68,29,99","11,40,67,69,75",false
"119,37,34,49,42","13,63,60,100,26",true
"83,88,67,39,2","14,121,44,29,50",false
"14,27,22,70,28","88,85,63,75,60",true
"15,27,41,50,35","5,22,9,1,85",true
"81,121,11,72,59","27,114,86,42,44",true
"105,80,53,35,28","46,25,42,27,44",true
"88,11,93,104,68","97,114,87,136,70",true
"49,36,73,75,35","50,40,42,114,67",false
"14,28,93,30,138","121,137,36,41,22",false
"7,22,68,67,71","30,5,50,57,48",true
"44,14,30,59,97","22,66,7,23,93",false
"42,76,62,35,13","32,93,39,83,63",true
"48,62,5,53,71","72,47,2,63,84",false
"88,28,86,35,8","14,40,6,95,97",false
"20,71,63,61,104","97,32,25,3,46",true
"25,44,84,98,78","121,26,60,45,67",true
"68,44,101,2,39","20,1,120,76,53",true
"73,85,23,63,30","51,136,75,68,14",true
"22,67,21,96,34","86,32,28,1,74",true
"41,36,88,87,23","22,104,7,11,100",false
"47,138,77,22,50","12,35,83,121,112",true
"39,7,93,53,23","81,120,30,104,45",true
"37,93,97,96,84","67,16,86,68,58",false
"21,68,93,101,87","97,138,137,72,88",true
"119,39,93,123,42","12,84,11,62,53",true
"80,54,14,86,129","75,28,15,99,50",false
"138,29,14,40,67","32,71,27,21,114",true
"90,45,50,28,41","69,7,119,63,121",true
"87,40,12,100,22","30,76,28,41,71",true
"76,1,20,2,138","33,86,4,21,45",true
"35,14,90,2,114","68,56,64,44,42",false
"37,29,10,7,34","23,41,76,68,53",false
"84,39,60,48,101","17,138,121,42,88",true
"135,62,37,1,67","2,86,48,121,46",true
"30,53,72,104,99","35,40,87,71,41",false
"40,50,11,72,29","25,14,7,23,1",true
"14,97,20,67,88","5,10,87,75,72",false
"1,22,5,87,59","35,67,123,36,42",false
"37,28,85,114,138","54,101,99,23,17",true
"35,126,60,64,86","42,66,74,53,104",true
"14,27,97,96,9","47,63,36,80,35",false
"10,7,21,88,26","85,62,12,73,27",false
"40,7,36,64,44","50,60,39,136,54",true
"35,87,137,68,114","111,14,36,67,28",false
"25,108,28,84,106","128,47,101,67,50",false
"138,17,14,45,2","75,39,8,52,28",false
"14,138,44,8,15","100,2,17,84,114",true
"96,100,3,113,48","30,23,93,61,26",false
"25,2,62,1,86","97,32,28,123,26",false
"138,27,14,12,41","74,36,104,59,56",true
"56,30,11,67,62","128,26,104,10,17",false
"86,60,110,44,36","30,25,72,11,99",false
"41,128,28,101,36","25,14,93,86,53",false
"30,2,67,128,114","12,72,62,64,16",false
"36,75,70,90,128","84,62,96,41,72",false
"22,27,71,81,30","28,67,75,136,86",false
"23,1,21,76,31","67,28,39,91,64",true
"121,12,28,39,62","49,1,64,25,56",false
"89,104,22,37,7","72,36,14,8,27",false
"123,42,67,84,110","75,98,26,54,25",true
"75,114,22,45,14","67,42,68,87,26",false
"42,26,41,27,11","86,28,101,1,126",true
"126,91,54,23,69","108,28,13,79,16",true
"47,109,104,14,97","10,7,11,98,26",true
"138,19,11,42,31","45,36,41,129,53",true
"26,93,36,14,7","109,75,71,53,35",false
"10,21,67,55,53","76,64,18,6,22",true
"41,75,14,26,74","72,42,22,102,21",false
"63,22,138,36,105","85,75,31,47,28",false
"85,28,37,67,25","12,14,57,53,71",true
"20,67,7,9,120","53,42,27,8,36",false
"96,48,53,14,56","104,40,114,36,62",true
"27,63,119,72,5","35,32,28,31,121",false
"14,13,67,104,37","99,53,6,39,28",true
"71,69,44,74,20","67,8,62,35,27",false
"138,76,28,6,101","84,36,87,2,63",false
"42,67,128,2,11","101,51,8,76,104",false
"64,11,128,2,22","25,88,97,42,37",false
"138,2,63,6,15","104,101,46,53,99",true
"72,62,84,44,28","48,108,102,106,30",true
"13,64,1,42,84","39,101,50,95,71",true
"64,93,137,2,53","104,29,105,23,68",true
"8,88,72,63,104","42,35,83,96,40",false
"2,41,26,27,56","5,15,23,70,75",true
"37,8,104,40,123","82,48,110,68,42",false
"67,14,36,26,75","47,31,41,76,40",false
"110,37,22,54,71","86,41,43,31,7",true
"98,35,114,44,43","26,16,6,11,51",false
"53,106,14,71,12","50,104,72,42,62",false
"9,67,14,28,23","1,20,53,36,59",false
"3,36,104,45,4","23,72,40,93,74",false
"64,84,101,12,98","48,2,67,30,138",true
"14,48,40,34,60","102,138,83,11,28",false
"63,101,83,28,56","26,77,40,86,44",true
"84,13,35,49,64","67,25,86,121,2",true
"41,9,7,26,50","101,28,74,63,75",false
"1,27,56,76,2","67,26,44,101,104",true
"80,26,12,5,104","7,93,17,102,21",true
"138,35,83,2,26","15,73,72,4,121",true
"36,52,1,34,9","6,25,75,11,14",false
"135,93,30,14,76","78,41,39,42,107",true
"50,6,28,71,17","92,10,14,121,81",true
"57,26,31,42,44","138,36,101,43,88",true
"93,68,96,35,36","4,121,42,8,30",false
"39,41,30,47,14","68,12,53,28,71",true
"67,31,88,18,76","53,23,1,14,42",false
"67,14,137,80,81","86,1,104,71,2",false
"31,54,9,20,97","53,60,67,120,64",false
"94,16,19,31,54","30,17,12,26,1",false
"53,47,8,58,30","71,93,26,15,45",true
"84,30,6,42,23","50,2,12,120,37",false
"30,60,35,64,67","75,88,41,137,71",true
"74,87,97,100,1","93,43,135,72,30",false
"22,104,53,138,73","62,10,39,20,42",true
"40,8,97,104,14","12,83,13,96,85",false
"62,67,25,88,97","18,53,31,42,121",true
"69,5,67,112,113","44,84,47,104,13",true
"41,50,65,121,113","2,15,70,68,64",false
"75,25,47,93,41","37,14,38,67,56",true
"87,67,11,29,30","5,58,75,41,7",true
"8,51,36,3,53","109,7,84,44,13",true
"22,74,10,77,88","12,26,36,14,23",true
"71,113,45,68,54","98,37,35,67,53",true
"27,30,67,96,4","71,99,44,101,76",false
"18,39,22,86,14","5,114,83,104,33",true
"22,54,97,20,30","1,113,36,45,71",true
"75,60,101,8,59","1,71,21,36,62",true
"104,68,83,12,36","11,45,137,85,7",false
"93,83,4,28,71","100,44,119,32,59",false
"22,21,12,104,96","35,99,44,39,33",true
"41,129,74,105,64","63,84,68,71,2",true
"28,84,39,10,119","75,71,137,12,30",true
"27,35,82,69,96","5,60,32,6,76",false
"106,30,48,96,8","64,28,53,14,93",false
"44,31,13,84,96","22,23,137,30,63",true
"28,50,80,27,35","15,44,31,76,84",false
"36,23,68,13,93","75,70,42,136,91",true
"12,23,39,30,85","45,97,59,28,67",true
"88,1,86,11,29","35,97,68,16,95",true
"31,47,5,114,41","86,14,35,12,97",true
"44,97,72,85,36","104,27,1,22,50",true
"10,68,42,67,40","84,6,83,102,7",false
"56,67,64,14,104","42,30,2,28,128",false
"96,54,45,75,62","2,68,93,104,11",true
"8,53,40,80,9","17,64,39,75,28",true
"11,35,50,28,102","23,27,121,44,97",false
"57,6,30,46,32","58,71,63,53,21",false
"70,138,29,36,30","37,96,62,48,22",false
"27,69,18,52,53","99,12,17,64,103",false
"88,75,2,45,32","30,76,136,43,18",false
"93,30,138,87,8","14,20,44,100,7",false
"67,102,28,91,40","121,42,45,63,56",true
"39,67,2,119,84","15,53,74,35,104",true
"54,34,50,26,10","74,44,37,97,14",true
"99,44,105,75,47","71,18,11,112,27",true
"16,50,31,91,67","14,41,75,137,6",true
"30,2,63,53,32","14,67,72,76,102",false
"30,59,111,41,63","90,104,32,34,135",true
"84,30,56,80,14","71,69,67,53,50",true
"86,76,58,67,28","44,48,47,29,30",false
"11,36,45,71,67","14,20,49,4,81",false
"26,71,72,23,104","97,101,64,17,8",false
"86,48,37,2,28","5,42,20,88,104",false
"53,60,126,54,5","11,70,75,104,138",false
"12,64,6,22,84","13,14,81,28,138",false
"41,16,97,33,83","62,72,88,10,28",true
"99,18,15,123,27","86,22,70,104,20",true
"13,62,53,84,54","28,35,93,101,17",false
"60,51,20,42,37","45,138,79,99,44",true
"88,48,17,99,86","72,16,81,91,6",false
"39,7,35,41,51","71,12,75,22,88",true
"16,63,1,76,62","56,21,68,75,114",true
"28,32,25,93,27","48,12,30,42,106",true
"25,11,97,67,53","27,5,100,6,8",true
"33,71,49,44,74","31,23,128,81,92",false
"96,7,30,13,42","98,72,8,17,27",true
"21,28,14,6,112","41,13,121,37,60",true
"29,14,83,82,8","32,66,48,86,3",true
"17,67,71,27,28","14,84,95,31,62",true
"28,22,71,41,104","30,138,14,103,35",false
"84,81,14,63,23","75,35,85,2,62",true
"85,96,3,119,32","123,72,37,58,8",false
"21,14,71,12,136","59,70,7,96,45",true
"71,81,91,113,28","74,41,20,29,25",true
"65,29,53,39,12","75,93,119,42,25",false
"9,68,76,104,18","93,36,22,11,27",true
"84,31,70,63,44","14,23,53,79,5",false
"64,1,99,74,62","48,22,50,25,19",true
"70,72,14,39,26","37,104,1,30,56",false
"44,35,45,28,56","83,41,74,66,84",true
"35,75,68,84,93","63,28,39,62,86",true
"96,74,64,31,35","45,67,104,5,25",false
"83,42,26,48,11","30,36,100,44,28",false
"83,11,2,25,9","85,22,48,97,26",false
"67,27,45,128,88","85,28,32,46,30",false
"104,19,26,20,70","93,18,83,136,55",true
"19,8,97,26,28","21,35,95,99,102",true
"110,100,78,28,6","26,121,71,93,47",true
"138,104,48,39,71","67,56,9,29,11",true
"102,49,14,104,63","42,45,86,19,114",false
"78,86,39,71,93","48,47,14,29,92",false
"48,53,74,71,60","36,67,62,58,84",false
"5,2,68,41,36","77,111,47,71,138",false
"40,12,96,36,30","83,28,74,37,18",false
"1,20,4,138,68","71,8,18,84,137",false
"86,6,14,31,75","28,50,74,36,8",false
"62,54,105,85,129","23,48,53,28,88",true
"62,74,50,71,14","30,36,84,53,34",true
"26,2,104,41,128","93,71,75,23,30",false
"72,14,114,75,80","82,68,109,106,70",true
"21,14,104,121,81","37,50,36,71,67",false
"79,53,109,129,23","22,71,83,15,138",false
"47,59,61,85,53","64,67,27,104,135",false
"39,93,97,7,3","44,31,104,64,22",false
"53,85,35,94,89","14,84,93,26,32",false
"67,49,88,121,100","80,84,30,44,66",false
"27,47,104,70,110","60,93,31,40,94",true
"50,59,94,93,7","11,97,84,88,6",false
"84,74,42,93,53","75,5,114,121,21",true
"119,93,25,27,23","8,100,107,45,97",false
"37,39,8,72,2","75,54,14,6,106",true
