match_id,radiant_team,dire_team,radiant_win
7479555712,"2,74,93,11,86","30,62,67,35,28",false
7479555711,"63,61,45,25,83","2,75,30,16,48",true
7479555710,"101,11,104,14,138","121,35,56,71,42",false
7479555708,"27,54,6,84,16","10,28,37,31,4",false
7479555619,"26,67,36,84,137","53,21,14,99,63",true
7479555606,"10,28,23,102,72","27,71,89,74,3",false
7479555604,"68,39,96,37,67","69,18,123,35,84",true
7479555601,"36,74,94,21,57","8,28,26,25,15",false
7479555600,"81,12,101,36,27","50,99,10,46,86",true
7479555508,"11,77,105,9,25","26,94,27,136,92",true
7479555505,"2,22,12,64,71","14,137,97,44,34",true
7479555504,"105,67,97,26,28","96,14,27,8,106",false
7479555503,"100,37,34,54,49","104,62,36,53,22",false
7479555502,"41,11,9,30,15","79,25,128,44,2",true
7479555501,"83,45,84,113,41","86,25,10,128,66",true
7479555405,"6,84,5,137,50","75,104,67,30,48",false
7479555404,"95,14,39,75,57","81,121,45,67,46",true
7479555403,"71,35,9,104,8","128,22,28,25,41",false
7479555402,"71,99,37,7,35","138,87,93,23,104",true
7479555401,"32,119,25,53,81","104,27,41,37,17",true
7479555307,"84,67,121,22,71","52,14,97,69,46",true
7479555306,"48,138,35,87,36","101,15,58,1,39",true
7479555214,"84,42,75,12,64","21,99,33,138,14",false
7479555213,"135,50,68,54,51","7,12,84,137,25",true
7479555212,"64,80,52,20,12","15,6,36,84,88",true
7479555211,"72,42,40,41,27","67,28,39,19,83",true
7479555210,"48,88,31,63,36","59,93,17,19,33",true
7479555209,"56,8,85,104,5","31,100,138,2,63",false
7479555206,"76,109,119,14,71","16,41,138,39,96",false
7479555119,"22,83,98,88,109","14,97,48,128,113",false
7479555118,"18,88,57,10,87","121,26,104,12,14",true
7479555117,"72,8,50,104,11","44,75,2,34,30",true
7479555116,"10,23,7,50,85","67,128,114,31,104",true
7479555115,"84,53,67,30,104","26,97,85,64,1",true
7479555114,"71,86,84,12,23","26,25,70,48,40",true
7479555113,"2,56,1,22,40","68,17,23,12,88",true
7479555010,"2,35,128,119,59","41,26,42,15,75",false
7479555007,"121,74,50,67,73","30,15,44,91,11",false
7479555005,"62,96,50,85,48","27,100,63,39,37",true
7479555004,"39,62,30,80,2","8,40,17,37,16",true
7479555000,"89,39,84,14,30","63,81,7,26,83",false
7479554918,"87,67,75,36,7","44,11,20,119,97",false
7479554917,"68,44,1,71,74","42,31,53,93,4",false
7479554904,"29,84,35,44,30","32,22,67,12,31",false
7479554903,"39,67,42,40,50","100,74,30,104,32",false
7479554901,"46,14,110,20,29","53,30,13,28,73",false
7479554817,"7,67,75,129,11","28,13,71,81,119",false
7479554716,"87,32,56,76,41","75,99,93,30,83",true
7479554715,"67,23,33,104,45","135,35,126,79,31",true
7479554713,"83,57,63,21,119","137,111,22,129,59",false
7479554712,"35,101,88,84,12","11,20,63,71,9",true
7479554710,"39,83,97,86,95","13,138,12,26,96",true
7479554709,"46,28,7,11,138","30,15,39,2,72",false
7479554708,"104,86,50,71,53","21,62,26,126,1",false
7479554707,"27,41,34,2,45","25,119,42,67,111",true
7479554613,"21,12,86,68,42","48,84,22,76,80",true
7479554608,"33,44,14,13,64","119,102,59,93,136",true
7479554607,"7,31,75,89,126","44,35,86,42,90",true
7479554601,"135,39,121,8,45","88,67,128,25,97",true
7479554600,"121,135,10,98,88","7,33,53,51,46",false
7479554509,"16,62,104,12,87","35,93,53,26,60",true
7479554508,"58,63,83,104,36","70,21,68,42,30",false
7479554507,"64,84,128,2,14","86,74,67,15,31",true
7479554505,"103,25,5,129,6","119,93,28,83,76",false
7479554503,"121,23,110,11,41","42,22,71,80,37",false
7479554500,"51,14,47,21,74","110,11,68,53,44",true
7479554417,"93,138,22,9,20","63,82,64,18,40",false
7479554415,"64,67,107,85,39","28,37,44,90,36",true
7479554400,"67,39,50,14,74","101,137,68,1,36",true
7479554318,"39,25,63,96,114","136,64,76,48,28",true
7479554316,"84,13,37,1,30","50,53,27,70,16",true
7479554313,"66,17,37,60,93","50,12,5,76,15",false
7479554214,"8,63,30,135,87","71,53,27,6,78",false
7479554211,"10,53,96,85,95","64,84,44,49,11",false
7479554206,"84,93,35,121,69","110,28,36,10,37",false
7479554117,"6,2,119,85,120","58,19,70,34,53",false
7479554115,"74,85,42,14,50","3,56,2,112,21",true
7479554114,"87,11,109,5,99","38,119,54,106,123",true
7479554111,"98,48,25,27,41","36,26,63,40,6",true
7479554110,"64,129,84,53,4","25,114,75,14,93",false
7479554109,"107,71,27,93,128","22,110,97,44,136",true
7479554014,"39,119,70,47,26","19,75,104,114,56",false
7479554013,"71,62,14,39,93","20,16,67,46,30",true
7479554012,"96,12,120,25,80","35,106,7,42,5",false
7479554006,"50,12,36,80,72","114,84,27,26,81",false
7479554005,"14,8,86,93,108","99,21,75,51,67",false
7479553919,"84,136,106,48,119","96,44,5,17,20",true
7479553918,"85,25,11,26,105","100,84,75,43,48",false
7479553904,"2,12,50,25,37","29,74,26,63,104",true
7479553903,"10,76,26,53,29","67,121,28,22,101",false
7479553808,"70,11,27,62,2","100,8,86,14,36",true
7479553805,"45,28,120,44,9","25,88,104,50,1",true
7479553803,"12,9,53,59,105","74,41,14,33,36",false
7479553802,"67,138,11,32,26","71,80,1,30,14",false
7479553718,"114,35,6,27,88","110,75,36,39,23",true
7479553714,"41,46,137,64,33","48,30,7,98,11",false
7479553713,"28,31,93,91,74","15,100,89,25,14",false
7479553703,"111,27,50,13,138","48,121,29,30,76",false
7479553701,"13,76,86,83,28","67,30,50,121,14",true
7479553613,"3,46,28,100,21","8,29,27,75,36",false
7479553610,"90,28,12,7,97","11,121,20,63,4",true
7479553608,"38,18,50,113,7","67,4,121,80,14",false
7479553607,"76,97,40,6,128","48,25,2,85,36",true
7479553603,"6,47,30,14,17","93,71,29,26,11",true
7479553514,"80,68,32,53,35","30,14,5,67,86",false
7479553513,"48,85,21,18,39","25,63,71,8,14",true
7479553511,"31,17,53,93,104","72,37,99,22,35",true
7479553507,"36,21,67,85,97","123,5,42,63,100",true
7479553506,"53,87,138,36,42","50,101,123,54,28",true
7479553505,"42,31,76,18,40","45,14,39,96,48",true
7479553503,"14,26,6,104,71","67,121,136,45,74",false
7479553412,"101,14,138,28,44","95,21,58,19,68",true
7479553410,"27,67,100,29,21","30,45,39,114,60",false
7479553407,"93,11,64,99,14","28,55,67,39,71",true
7479553405,"25,136,64,42,106","30,36,27,84,12",false
7479553319,"72,114,121,136,25","26,54,14,50,81",true
7479553316,"45,10,36,75,104","96,47,71,31,44",true
7479553315,"42,50,23,46,136","35,44,71,14,27",true
7479553314,"2,64,71,93,15","119,28,11,41,4",true
7479553210,"48,30,76,60,83","1,23,100,25,37",true
7479553209,"41,16,36,119,68","54,11,60,50,31",false
7479553208,"28,100,105,80,22","83,59,23,63,62",false
7479553206,"32,50,72,57,107","14,19,42,47,138",false
7479553205,"9,28,128,53,49","99,30,7,1,64",true
7479553202,"136,28,86,77,42","1,58,17,83,78",true
7479553115,"36,8,40,19,67","70,27,23,68,42",true
7479553114,"7,63,28,58,64","27,14,126,95,49",true
7479553111,"53,85,8,64,81","74,128,32,21,99",false
7479553110,"101,61,93,99,26","21,44,41,83,5",true
7479553109,"101,25,28,31,49","41,83,88,8,32",true
7479553016,"9,26,106,45,44","1,42,50,69,36",false
7479552919,"11,2,21,86,64","74,75,55,35,41",false
7479552918,"13,30,97,8,71","11,104,32,83,119",false
7479552916,"40,8,88,22,53","63,56,11,97,2",true
7479552915,"42,135,31,47,84","64,77,14,30,1",false
7479552900,"32,43,30,36,31","119,110,9,25,49",true
7479552807,"26,75,74,64,18","39,48,87,63,2",true
7479552805,"51,9,10,33,74","63,20,11,120,83",true
7479552804,"22,36,40,102,25","54,14,47,120,35",true
7479552803,"35,87,28,121,44","53,72,49,22,1",false
7479552801,"34,95,102,25,50","82,14,45,20,16",false
7479552715,"121,113,14,40,67","11,1,50,31,104",true
7479552713,"42,72,73,7,14","107,128,87,104,51",true
7479552619,"73,93,83,31,100","21,30,44,14,68",true
7479552615,"86,2,74,62,12","8,17,84,16,81",true
7479552613,"135,86,75,6,2","44,114,30,88,23",true
7479552612,"137,9,67,48,14","83,42,25,53,104",true
7479552603,"114,113,123,100,74","63,45,84,129,68",false
7479552602,"20,21,42,67,74","104,64,101,1,34",false
7479552601,"93,37,74,31,60","75,121,67,14,36",true
7479552600,"58,20,93,42,76","107,110,1,128,135",true
7479552519,"41,123,128,97,86","26,27,93,36,99",false
7479552500,"10,71,28,22,64","44,36,85,62,101",false
7479552414,"68,36,74,70,55","14,53,67,23,75",false
7479552412,"1,135,76,71,121","5,99,120,106,48",true
7479552411,"30,41,35,59,71","9,101,88,10,42",false
7479552409,"30,44,5,137,32","93,28,4,84,138",false
7479552315,"71,66,67,83,39","129,114,14,106,30",true
7479552313,"67,41,38,100,126","101,28,106,44,2",false
7479552312,"48,85,108,71,88","61,57,17,119,44",true
7479552310,"81,25,63,41,31","67,88,80,138,87",false
7479552216,"7,15,10,9,53","28,64,26,21,12",false
7479552201,"138,42,67,74,50","14,72,19,64,89",false
7479552200,"78,30,93,16,84","41,14,64,58,99",true
7479552111,"8,63,53,71,64","32,43,75,104,101",true
7479552109,"13,53,86,1,71","9,37,22,44,96",true
7479552106,"41,15,58,43,63","13,112,100,37,56",false
7479552005,"104,14,36,59,123","87,28,35,110,67",true
7479552003,"22,36,41,90,46","60,114,101,21,23",false
7479552002,"13,88,64,1,28","87,42,46,32,72",false
7479552000,"41,21,75,69,15","76,45,96,56,28",false
7479551909,"33,95,75,76,27","113,19,30,41,91",true
7479551908,"63,30,64,39,99","18,86,44,119,11",true
7479551907,"93,86,79,75,42","22,51,45,2,48",false
7479551904,"71,93,74,26,49","50,1,59,53,39",true
7479551808,"13,77,46,83,53","88,25,136,89,28",false
7479551807,"84,86,138,74,7","27,32,36,72,81",false
7479551802,"27,47,20,12,22","74,138,64,80,60",true
7479551707,"45,138,120,27,7","84,93,86,105,56",true
7479551617,"63,83,29,126,64","71,123,74,6,37",true
7479551615,"12,102,97,14,31","75,121,78,67,2",true
7479551614,"53,44,35,13,7","84,2,5,71,12",true
7479551603,"58,31,96,70,138","40,71,5,89,45",false
7479551601,"94,50,53,69,100","42,76,47,14,26",true
7479551600,"50,8,36,2,39","68,75,14,93,28",false
7479551513,"110,2,27,46,67","62,53,135,5,42",false
7479551508,"56,16,33,57,113","36,11,78,26,10",true
7479551507,"87,39,58,96,67","14,28,48,121,36",false
7479551505,"21,8,26,13,28","3,90,129,41,25",false
7479551504,"138,82,78,85,121","10,90,28,59,86",true
7479551404,"5,41,76,28,30","29,48,63,14,64",false
7479551403,"104,26,68,41,120","31,42,22,36,23",false
7479551402,"8,51,53,30,91","47,40,27,98,41",true
7479551400,"3,64,54,104,36","84,96,95,76,102",false
7479551311,"102,8,39,98,64","12,84,104,121,53",false
7479551309,"22,68,94,50,12","31,35,25,54,2",false
7479551308,"45,68,93,28,22","36,35,27,42,23",false
7479551301,"86,30,67,42,11","74,28,37,75,1",true
7479551216,"80,4,10,105,123","31,53,15,113,74",true
7479551212,"63,84,6,5,31","41,28,37,53,39",true
7479551101,"83,97,59,18,71","104,80,67,121,31",true
7479551019,"10,16,68,70,121","36,93,60,138,27",true
7479551008,"59,77,26,12,37","40,39,57,31,42",true
7479551005,"41,96,58,7,22","97,71,53,54,17",true
7479551000,"2,77,42,31,40","91,93,120,46,71",true
7479550908,"54,121,43,76,136","48,14,39,99,30",true
7479550907,"104,84,67,36,14","78,62,45,31,48",false
7479550816,"40,53,86,35,42","83,108,25,26,1",false
7479550815,"66,41,92,42,27","128,23,44,97,107",true
7479550814,"67,22,17,64,28","23,62,138,37,40",true
7479550813,"81,17,67,87,7","35,49,48,56,30",true
7479550811,"54,66,121,96,76","45,1,46,7,36",false
7479550808,"37,36,128,67,2","81,9,126,48,26",true
7479550807,"128,7,104,69,12","39,45,63,123,54",true
7479550804,"41,105,14,17,44","59,63,53,75,47",false
7479550803,"31,99,121,10,41","63,101,11,12,53",false
7479550708,"31,63,100,96,39","51,28,86,41,11",true
7479550706,"71,49,76,64,114","28,59,31,72,11",false
7479550705,"45,14,28,95,30","53,71,85,70,101",true
7479550703,"28,13,46,48,83","42,136,88,104,8",false
7479550700,"106,44,128,91,75","121,135,26,35,48",false
7479550609,"88,35,5,81,43","14,53,44,42,106",true
7479550605,"80,14,121,99,4","75,104,44,74,27",false
7479550604,"42,62,27,36,16","114,20,31,63,23",false
7479550511,"17,44,39,104,1","76,36,73,55,26",false
7479550509,"32,46,58,59,51","25,14,121,8,30",true
7479550507,"67,103,13,14,53","30,37,42,120,1",false
7479550506,"121,126,80,67,86","30,128,36,74,41",false
7479550406,"74,87,39,2,8","110,104,75,64,44",false
7479550319,"62,72,53,104,8","14,93,54,74,79",true
7479550317,"25,30,7,70,1","76,108,10,50,71",true
7479550316,"91,67,71,36,64","15,42,14,83,63",false
7479550217,"99,74,106,53,63","64,2,21,9,8",false
7479550216,"27,30,13,7,6","32,71,75,26,85",true
7479550214,"5,68,96,10,67","93,9,42,35,64",true
7479550212,"30,29,36,20,1","23,28,26,44,45",true
7479550210,"42,32,44,104,26","64,93,48,47,27",false
7479550208,"123,25,104,48,47","21,107,41,27,64",false
7479550109,"5,35,11,71,7","83,67,56,135,104",true
7479550108,"14,2,48,17,119","23,97,86,44,138",true
7479550107,"26,53,76,6,108","18,64,62,8,30",true
7479550019,"30,71,67,121,114","20,48,53,95,80",true
7479550018,"35,12,20,128,46","108,100,26,53,70",true
7479550017,"36,72,68,2,14","73,41,30,23,35",false
7479550016,"10,13,14,101,78","26,84,25,12,104",false
7479550006,"34,37,2,83,32","86,46,81,70,26",true
7479550005,"76,77,30,41,53","42,83,17,51,14",false
7479549915,"121,28,26,6,36","71,46,30,129,64",false
7479549911,"112,92,11,107,59","20,96,14,120,44",false
7479549910,"29,63,30,10,84","6,28,14,37,36",true
7479549909,"114,113,71,102,2","7,86,22,99,46",true
7479549908,"71,90,22,41,40","64,1,53,26,16",false
7479549907,"30,71,101,28,44","137,85,83,120,41",true
7479549818,"35,54,71,41,27","67,2,5,39,51",true
7479549817,"41,68,76,81,123","62,54,56,39,135",true
7479549812,"41,36,21,119,96","97,8,39,28,20",true
7479549807,"1,96,112,5,21","46,59,84,89,27",true
7479549806,"45,8,106,30,60","1,35,68,99,64",false
7479549703,"75,99,11,1,121","34,10,104,98,85",false
7479549619,"16,75,72,48,63","97,53,25,54,39",false
7479549618,"71,53,50,41,46","72,36,73,63,13",false
7479549617,"123,44,36,126,53","8,29,40,13,107",false
7479549616,"8,14,7,101,76","36,42,37,57,2",true
7479549615,"64,34,42,97,88","105,45,80,93,22",true
7479549614,"99,18,87,25,11","91,7,119,42,36",true
7479549508,"96,79,30,41,36","123,67,21,80,2",false
7479549507,"75,61,46,106,30","136,25,72,71,67",false
7479549504,"75,22,33,95,98","8,110,5,59,14",true
7479549503,"14,30,41,39,7","20,119,42,53,12",false
7479549502,"7,86,135,44,121","68,17,22,93,85",false
7479549500,"34,14,121,93,26","56,45,8,100,97",false
7479549408,"42,62,54,35,17","40,2,128,59,93",false
7479549406,"11,22,41,97,138","59,83,36,42,45",true
7479549404,"7,67,68,88,42","53,30,75,60,44",true
7479549317,"28,70,30,64,53","67,23,98,91,19",true
7479549305,"102,62,12,53,22","39,70,80,40,30",true
7479549304,"94,136,53,22,93","104,6,64,76,83",false
7479549303,"42,84,44,83,7","72,67,11,123,128",true
7479549301,"30,84,42,121,8","16,101,75,41,74",true
7479549300,"71,32,123,5,48","50,59,11,42,68",false
7479549218,"87,97,65,26,44","84,81,35,102,86",true
7479549217,"20,76,12,56,99","53,135,36,123,18",true
7479549215,"48,102,70,35,37","83,88,11,93,108",false
7479549214,"86,73,44,22,35","97,30,96,28,36",false
7479549213,"85,8,104,7,90","25,101,2,75,1",true
7479549203,"35,120,63,84,45","50,48,3,2,1",false
7479549202,"6,75,39,76,42","104,34,30,4,121",true
7479549201,"86,14,44,7,94","48,75,112,84,72",false
7479549119,"48,111,110,17,36","53,85,74,63,42",false
7479549102,"99,36,27,41,40","67,22,53,12,104",false
7479549013,"21,25,22,97,15","96,84,48,88,17",false
7479549012,"40,44,32,92,31","35,29,42,37,75",false
7479548914,"46,104,27,44,45","123,77,15,121,74",false
7479548912,"121,67,56,75,60","100,71,63,128,22",false
7479548910,"101,23,93,36,40","60,67,97,86,138",false
7479548907,"60,47,6,68,86","84,129,71,104,128",true
7479548906,"88,29,64,67,68","41,128,53,47,14",true
7479548819,"100,14,15,87,6","41,64,7,104,25",true
7479548818,"138,71,83,4,14","30,121,11,67,135",true
7479548805,"75,96,101,6,87","50,2,71,10,53",false
7479548803,"74,33,53,96,41","43,64,120,138,36",true
7479548716,"111,29,30,6,17","1,14,96,109,66",false
7479548704,"34,88,110,67,14","37,23,104,46,26",true
7479548703,"14,53,35,2,67","6,8,27,42,33",true
7479548702,"39,97,12,138,36","10,58,7,35,28",false
